Symbol,ShortName,Date,Close
MSFT,Microsoft Corporation,2025-05-30,460.3599853515625
MSFT,Microsoft Corporation,2025-06-02,461.9700012207031
MSFT,Microsoft Corporation,2025-06-03,462.9700012207031
MSFT,Microsoft Corporation,2025-06-04,463.8699951171875
MSFT,Microsoft Corporation,2025-06-05,467.67999267578125
MSFT,Microsoft Corporation,2025-06-06,470.3800048828125
MSFT,Microsoft Corporation,2025-06-09,472.75
MSFT,Microsoft Corporation,2025-06-10,470.9200134277344
MSFT,Microsoft Corporation,2025-06-11,472.6199951171875
MSFT,Microsoft Corporation,2025-06-12,478.8699951171875
MSFT,Microsoft Corporation,2025-06-13,474.9599914550781
MSFT,Microsoft Corporation,2025-06-16,479.1400146484375
MSFT,Microsoft Corporation,2025-06-17,478.0400085449219
MSFT,Microsoft Corporation,2025-06-18,480.239990234375
MSFT,Microsoft Corporation,2025-06-20,477.3999938964844
MSFT,Microsoft Corporation,2025-06-23,486
MSFT,Microsoft Corporation,2025-06-24,490.1099853515625
MSFT,Microsoft Corporation,2025-06-25,492.2699890136719
MSFT,Microsoft Corporation,2025-06-26,497.45001220703125
MSFT,Microsoft Corporation,2025-06-27,495.94000244140625
MSFT,Microsoft Corporation,2025-06-30,497.4100036621094
MSFT,Microsoft Corporation,2025-07-01,492.04998779296875
MSFT,Microsoft Corporation,2025-07-02,491.0899963378906
MSFT,Microsoft Corporation,2025-07-03,498.8399963378906
MSFT,Microsoft Corporation,2025-07-07,497.7200012207031
MSFT,Microsoft Corporation,2025-07-08,496.6199951171875
MSFT,Microsoft Corporation,2025-07-09,503.510009765625
MSFT,Microsoft Corporation,2025-07-10,501.4800109863281
MSFT,Microsoft Corporation,2025-07-11,503.32000732421875
MSFT,Microsoft Corporation,2025-07-14,503.0199890136719
MSFT,Microsoft Corporation,2025-07-15,505.82000732421875
MSFT,Microsoft Corporation,2025-07-16,505.6199951171875
MSFT,Microsoft Corporation,2025-07-17,511.70001220703125
MSFT,Microsoft Corporation,2025-07-18,510.04998779296875
MSFT,Microsoft Corporation,2025-07-21,510.05999755859375
MSFT,Microsoft Corporation,2025-07-22,505.2699890136719
MSFT,Microsoft Corporation,2025-07-23,505.8699951171875
MSFT,Microsoft Corporation,2025-07-24,510.8800048828125
MSFT,Microsoft Corporation,2025-07-25,513.7100219726562
MSFT,Microsoft Corporation,2025-07-28,512.5
AAPL,Apple Inc.,2025-05-30,180.85000610351562
AAPL,Apple Inc.,2025-06-02,201.6999969482422
AAPL,Apple Inc.,2025-06-03,203.27000427246094
AAPL,Apple Inc.,2025-06-04,202.82000732421875
AAPL,Apple Inc.,2025-06-05,200.6300048828125
AAPL,Apple Inc.,2025-06-06,203.9199981689453
AAPL,Apple Inc.,2025-06-09,201.4499969482422
AAPL,Apple Inc.,2025-06-10,202.6699981689453
AAPL,Apple Inc.,2025-06-11,198.77999877929688
AAPL,Apple Inc.,2025-06-12,199.1999969482422
AAPL,Apple Inc.,2025-06-13,196.4499969482422
AAPL,Apple Inc.,2025-06-16,198.4199981689453
AAPL,Apple Inc.,2025-06-17,195.63999938964844
AAPL,Apple Inc.,2025-06-18,196.5800018310547
AAPL,Apple Inc.,2025-06-20,201
AAPL,Apple Inc.,2025-06-23,201.5
AAPL,Apple Inc.,2025-06-24,200.3000030517578
AAPL,Apple Inc.,2025-06-25,201.55999755859375
AAPL,Apple Inc.,2025-06-26,201
AAPL,Apple Inc.,2025-06-27,201.0800018310547
AAPL,Apple Inc.,2025-06-30,205.1699981689453
AAPL,Apple Inc.,2025-07-01,207.82000732421875
AAPL,Apple Inc.,2025-07-02,212.44000244140625
AAPL,Apple Inc.,2025-07-03,213.5500030517578
AAPL,Apple Inc.,2025-07-07,209.9499969482422
AAPL,Apple Inc.,2025-07-08,210.00999450683594
AAPL,Apple Inc.,2025-07-09,211.13999938964844
AAPL,Apple Inc.,2025-07-10,212.41000366210938
AAPL,Apple Inc.,2025-07-11,211.16000366210938
AAPL,Apple Inc.,2025-07-14,208.6199951171875
AAPL,Apple Inc.,2025-07-15,209.11000061035156
AAPL,Apple Inc.,2025-07-16,210.16000366210938
AAPL,Apple Inc.,2025-07-17,210.02000427246094
AAPL,Apple Inc.,2025-07-18,211.17999267578125
AAPL,Apple Inc.,2025-07-21,212.47999572753906
AAPL,Apple Inc.,2025-07-22,214.39999389648438
AAPL,Apple Inc.,2025-07-23,214.14999389648438
AAPL,Apple Inc.,2025-07-24,213.75999450683594
AAPL,Apple Inc.,2025-07-25,213.8800048828125
AAPL,Apple Inc.,2025-07-28,214.0500030517578
AMZN,"Amazon.com, Inc.",2025-05-30,205.00999450683594
AMZN,"Amazon.com, Inc.",2025-06-02,206.64999389648438
AMZN,"Amazon.com, Inc.",2025-06-03,205.7100067138672
AMZN,"Amazon.com, Inc.",2025-06-04,207.22999572753906
AMZN,"Amazon.com, Inc.",2025-06-05,207.91000366210938
AMZN,"Amazon.com, Inc.",2025-06-06,213.57000732421875
AMZN,"Amazon.com, Inc.",2025-06-09,216.97999572753906
AMZN,"Amazon.com, Inc.",2025-06-10,217.61000061035156
AMZN,"Amazon.com, Inc.",2025-06-11,213.1999969482422
AMZN,"Amazon.com, Inc.",2025-06-12,213.24000549316406
AMZN,"Amazon.com, Inc.",2025-06-13,212.10000610351562
AMZN,"Amazon.com, Inc.",2025-06-16,216.10000610351562
AMZN,"Amazon.com, Inc.",2025-06-17,214.82000732421875
AMZN,"Amazon.com, Inc.",2025-06-18,212.52000427246094
AMZN,"Amazon.com, Inc.",2025-06-20,209.69000244140625
AMZN,"Amazon.com, Inc.",2025-06-23,208.47000122070312
AMZN,"Amazon.com, Inc.",2025-06-24,212.77000427246094
AMZN,"Amazon.com, Inc.",2025-06-25,211.99000549316406
AMZN,"Amazon.com, Inc.",2025-06-26,217.1199951171875
AMZN,"Amazon.com, Inc.",2025-06-27,223.3000030517578
AMZN,"Amazon.com, Inc.",2025-06-30,219.38999938964844
AMZN,"Amazon.com, Inc.",2025-07-01,220.4600067138672
AMZN,"Amazon.com, Inc.",2025-07-02,219.9199981689453
AMZN,"Amazon.com, Inc.",2025-07-03,223.41000366210938
AMZN,"Amazon.com, Inc.",2025-07-07,223.47000122070312
AMZN,"Amazon.com, Inc.",2025-07-08,219.36000061035156
AMZN,"Amazon.com, Inc.",2025-07-09,222.5399932861328
AMZN,"Amazon.com, Inc.",2025-07-10,222.25999450683594
AMZN,"Amazon.com, Inc.",2025-07-11,225.02000427246094
AMZN,"Amazon.com, Inc.",2025-07-14,225.69000244140625
AMZN,"Amazon.com, Inc.",2025-07-15,226.35000610351562
AMZN,"Amazon.com, Inc.",2025-07-16,223.19000244140625
AMZN,"Amazon.com, Inc.",2025-07-17,223.8800048828125
AMZN,"Amazon.com, Inc.",2025-07-18,226.1300048828125
AMZN,"Amazon.com, Inc.",2025-07-21,229.3000030517578
AMZN,"Amazon.com, Inc.",2025-07-22,227.47000122070312
AMZN,"Amazon.com, Inc.",2025-07-23,228.2899932861328
AMZN,"Amazon.com, Inc.",2025-07-24,232.22999572753906
AMZN,"Amazon.com, Inc.",2025-07-25,231.44000244140625
AMZN,"Amazon.com, Inc.",2025-07-28,232.7899932861328
NVDA,NVIDIA Corporation,2025-05-30,135.1300048828125
NVDA,NVIDIA Corporation,2025-06-02,137.3800048828125
NVDA,NVIDIA Corporation,2025-06-03,141.22000122070312
NVDA,NVIDIA Corporation,2025-06-04,141.9199981689453
NVDA,NVIDIA Corporation,2025-06-05,139.99000549316406
NVDA,NVIDIA Corporation,2025-06-06,141.72000122070312
NVDA,NVIDIA Corporation,2025-06-09,142.6300048828125
NVDA,NVIDIA Corporation,2025-06-10,143.9600067138672
NVDA,NVIDIA Corporation,2025-06-11,142.8300018310547
NVDA,NVIDIA Corporation,2025-06-12,145
NVDA,NVIDIA Corporation,2025-06-13,141.97000122070312
NVDA,NVIDIA Corporation,2025-06-16,144.69000244140625
NVDA,NVIDIA Corporation,2025-06-17,144.1199951171875
NVDA,NVIDIA Corporation,2025-06-18,145.47999572753906
NVDA,NVIDIA Corporation,2025-06-20,143.85000610351562
NVDA,NVIDIA Corporation,2025-06-23,144.1699981689453
NVDA,NVIDIA Corporation,2025-06-24,147.89999389648438
NVDA,NVIDIA Corporation,2025-06-25,154.30999755859375
NVDA,NVIDIA Corporation,2025-06-26,155.02000427246094
NVDA,NVIDIA Corporation,2025-06-27,157.75
NVDA,NVIDIA Corporation,2025-06-30,157.99000549316406
NVDA,NVIDIA Corporation,2025-07-01,153.3000030517578
NVDA,NVIDIA Corporation,2025-07-02,157.25
NVDA,NVIDIA Corporation,2025-07-03,159.33999633789062
NVDA,NVIDIA Corporation,2025-07-07,158.24000549316406
NVDA,NVIDIA Corporation,2025-07-08,160
NVDA,NVIDIA Corporation,2025-07-09,162.8800048828125
NVDA,NVIDIA Corporation,2025-07-10,164.10000610351562
NVDA,NVIDIA Corporation,2025-07-11,164.9199981689453
NVDA,NVIDIA Corporation,2025-07-14,164.07000732421875
NVDA,NVIDIA Corporation,2025-07-15,170.6999969482422
NVDA,NVIDIA Corporation,2025-07-16,171.3699951171875
NVDA,NVIDIA Corporation,2025-07-17,173
NVDA,NVIDIA Corporation,2025-07-18,172.41000366210938
NVDA,NVIDIA Corporation,2025-07-21,171.3800048828125
NVDA,NVIDIA Corporation,2025-07-22,167.02999877929688
NVDA,NVIDIA Corporation,2025-07-23,170.77999877929688
NVDA,NVIDIA Corporation,2025-07-24,173.74000549316406
NVDA,NVIDIA Corporation,2025-07-25,173.5
NVDA,NVIDIA Corporation,2025-07-28,176.75
GOOGL,Alphabet Inc.,2025-05-30,171.74000549316406
GOOGL,Alphabet Inc.,2025-06-02,169.02999877929688
GOOGL,Alphabet Inc.,2025-06-03,166.17999267578125
GOOGL,Alphabet Inc.,2025-06-04,168.0500030517578
GOOGL,Alphabet Inc.,2025-06-05,168.2100067138672
GOOGL,Alphabet Inc.,2025-06-06,173.67999267578125
GOOGL,Alphabet Inc.,2025-06-09,176.08999633789062
GOOGL,Alphabet Inc.,2025-06-10,178.60000610351562
GOOGL,Alphabet Inc.,2025-06-11,177.35000610351562
GOOGL,Alphabet Inc.,2025-06-12,175.6999969482422
GOOGL,Alphabet Inc.,2025-06-13,174.6699981689453
GOOGL,Alphabet Inc.,2025-06-16,176.77000427246094
GOOGL,Alphabet Inc.,2025-06-17,175.9499969482422
GOOGL,Alphabet Inc.,2025-06-18,173.32000732421875
GOOGL,Alphabet Inc.,2025-06-20,166.63999938964844
GOOGL,Alphabet Inc.,2025-06-23,165.19000244140625
GOOGL,Alphabet Inc.,2025-06-24,166.77000427246094
